IlmnID,CHR,Position,Strand,UCSC_RefGene_Name,Genome_Build
cg08143197,X,48761518,-,SLC35A2;SLC35A2;SLC35A2,GRCh37
cg08143561,X,48542086,+,WAS,GRCh37
cg08145178,X,103294452,-,MIR1256;H2BFM,GRCh37
cg08147391,X,118699975,-,CXorf56;CXorf56;CXorf56,GRCh37
cg08150745,X,113624821,+,,GRCh37
cg08156775,X,40009864,+,BCOR;BCOR,GRCh37
cg08159444,X,152160229,+,PNMA5;PNMA5;PNMA5,GRCh37
cg08167097,X,70128670,+,TEX11;TEX11,GRCh37
cg08168768,X,118285064,+,KIAA1210,GRCh37
cg08177445,X,150884746,-,FATE1,GRCh37
cg08195028,X,15756631,-,CA5B,GRCh37
cg08195522,X,73512305,-,NCRNA00182,GRCh37
cg08195538,X,67914130,-,STARD8;STARD8;STARD8,GRCh37
cg08196960,X,16141578,-,GRPR;GRPR,GRCh37
cg08199506,X,54209916,-,FAM120C,GRCh37
cg08202860,X,68725052,+,FAM155B,GRCh37
cg08207582,X,49773116,-,CLCN5;MIR362;MIR500;CLCN5;MIR501,GRCh37
cg08209483,X,118110092,-,LONRF3;LONRF3,GRCh37
cg08209743,X,25030802,-,ARX,GRCh37
cg08209935,X,101857177,+,ARMCX5;ARMCX5;ARMCX5;ARMCX5;ARMCX5;ARMCX5,GRCh37
cg08211022,X,15692898,-,CA5BP,GRCh37
cg08214328,X,16731095,-,CTPS2;CTPS2;CTPS2,GRCh37
cg08214610,X,118739824,-,NKRF,GRCh37
cg08214957,X,139866495,-,CDR1,GRCh37
cg08221357,X,48815790,+,OTUD5;OTUD5;OTUD5;OTUD5,GRCh37
cg08222221,X,139589617,-,,GRCh37
cg08222309,X,80457015,-,SH3BGRL;HMGN5,GRCh37
cg08236172,X,37710057,-,,GRCh37
cg08238865,X,84634593,+,POF1B,GRCh37
cg08239458,X,135579472,-,HTATSF1;HTATSF1;HTATSF1,GRCh37
cg08242820,X,41200988,+,DDX3X,GRCh37
cg08248532,X,23685453,-,PRDX4,GRCh37
cg08255147,X,53460775,-,HSD17B10;HSD17B10,GRCh37
cg08261807,X,133304356,-,MIR20B;MIR363;MIR106A;MIR18B;MIR19B2;MIR92A2,GRCh37
cg08261988,X,134124839,+,LOC644538,GRCh37
cg08262933,X,102941498,-,MORF4L2;MORF4L2;MORF4L2;MORF4L2;MORF4L2;MORF4L2;MORF4L2;MORF4L2;MORF4L2;MORF4L2;MORF4L2;MORF4L2;MORF4L2;MORF4L2;MORF4L2;MORF4L2,GRCh37
cg08264124,X,63006802,-,MIR1468,GRCh37
cg08264725,X,23018003,+,DDX53,GRCh37
cg08266027,X,118736960,-,NKRF,GRCh37
cg08275242,X,69353171,-,IGBP1,GRCh37
cg08275726,X,152640077,-,,GRCh37
cg08276328,X,140990738,+,MAGEC1,GRCh37
cg08279496,X,133370993,-,CCDC160,GRCh37
cg08279515,X,132091534,+,HS6ST2;HS6ST2,GRCh37
cg08280623,X,71458261,-,ERCC6L;PIN4,GRCh37
cg08282540,X,119149500,-,,GRCh37
cg08282969,X,122993891,+,XIAP,GRCh37
cg08284207,X,127185519,+,ACTRT1,GRCh37
cg08291487,X,145075914,-,MIR890,GRCh37
cg08291693,X,152937145,-,PNCK;PNCK,GRCh37
cg08292505,X,153043481,-,PLXNB3;PLXNB3,GRCh37
cg08297137,X,26575905,+,VENTXP1,GRCh37
cg08298085,X,77166237,+,ATP7A;ATP7A,GRCh37
cg08300622,X,18372963,+,SCML2,GRCh37
cg08302695,X,15518655,-,BMX,GRCh37
cg08304428,X,71459274,+,ERCC6L;PIN4,GRCh37
cg08310277,X,70756078,-,OGT;OGT;BCYRN1,GRCh37
cg08311689,X,153735091,+,FAM3A;FAM3A;FAM3A;FAM3A;FAM3A,GRCh37
cg08313132,X,15873151,-,AP1S2,GRCh37
cg08316488,X,149396268,+,MIR2114,GRCh37
cg08318837,X,48827880,-,KCND1;KCND1,GRCh37
cg08322013,X,148620568,+,LOC100131434,GRCh37
cg08323957,X,110187600,+,PAK3;PAK3;PAK3;PAK3,GRCh37
cg08324796,X,48979771,+,GPKOW,GRCh37
cg08327779,X,153070157,-,PDZD4,GRCh37
cg08327960,X,38663047,+,MID1IP1;MID1IP1;MID1IP1,GRCh37
cg08328842,X,102841681,+,TCEAL4;TCEAL4;TCEAL4;TCEAL4,GRCh37
cg08329683,X,125689259,-,,GRCh37
cg08333400,X,10126881,+,CLCN4,GRCh37
cg08338641,X,23926332,+,CXorf58;CXorf58;CXorf58;APOO;CXorf58;APOO,GRCh37
cg08340716,X,50648356,+,LOC347376,GRCh37
cg08340885,X,103297251,+,MIR1256,GRCh37
cg08341323,X,151903218,+,MAGEA12;MAGEA12;MAGEA12;CSAG1;CSAG1,GRCh37
cg08341791,X,25037584,+,,GRCh37
cg08341987,X,47053154,-,UBA1;UBA1,GRCh37
cg08342708,X,49773710,-,CLCN5;CLCN5;MIR501,GRCh37
cg08343300,X,70712742,+,BCYRN1;INGX,GRCh37
cg08348649,X,119443387,-,FAM70A;FAM70A;FAM70A,GRCh37
cg08349204,X,138287578,-,FGF13;FGF13;FGF13,GRCh37
cg08351598,X,27481508,-,SMEK3P,GRCh37
cg08352336,X,56755717,+,LOC550643,GRCh37
cg08355317,X,100642128,-,BTK,GRCh37
cg08357177,X,5824743,-,NLGN4X;NLGN4X,GRCh37
cg08358587,X,100603709,+,TIMM8A;TIMM8A;TIMM8A,GRCh37
cg08363715,X,16888027,+,RBBP7,GRCh37
cg08366073,X,52897549,+,XAGE3;XAGE3,GRCh37
cg08372291,X,17674041,-,NHS;NHS,GRCh37
cg08382577,X,129194008,-,,GRCh37
cg08384999,X,40004346,-,BCOR;BCOR,GRCh37
cg08394018,X,109662115,-,AMMECR1;RGAG1,GRCh37
cg08395108,X,54835372,-,MAGED2;MAGED2;MAGED2,GRCh37
cg08395842,X,16805428,+,CXorf15;CXorf15,GRCh37
cg08395966,X,102001268,-,BHLHB9;BHLHB9;BHLHB9;BHLHB9;BHLHB9;BHLHB9;BHLHB9;BHLHB9,GRCh37
cg08401365,X,153276960,-,IRAK1;IRAK1;IRAK1,GRCh37
cg08405463,X,118108651,-,LONRF3;LONRF3,GRCh37
cg08407553,X,70587800,+,TAF1;BCYRN1;TAF1,GRCh37
cg08408091,X,153672393,-,FAM50A,GRCh37
cg08408490,X,151285811,+,MAGEA5,GRCh37
cg08409066,X,152662396,-,,GRCh37
cg08409482,X,132551364,-,,GRCh37
cg08414231,X,3264864,+,MXRA5,GRCh37
cg08415785,X,30327782,+,NR0B1,GRCh37
cg08416046,X,107979569,-,IRS4,GRCh37
cg08417382,X,153775328,+,IKBKG;G6PD;G6PD;IKBKG;IKBKG;IKBKG,GRCh37
cg08418115,X,152991103,+,BCAP31;ABCD1;BCAP31,GRCh37
cg08420056,X,100450050,-,,GRCh37
cg08421550,X,150883777,-,FATE1,GRCh37
cg08422514,X,153775441,+,G6PD;G6PD;IKBKG;IKBKG;IKBKG;IKBKG,GRCh37
cg08430222,X,136630060,-,,GRCh37
cg08434396,X,146993778,-,ASFMR1;ASFMR1;ASFMR1;ASFMR1;ASFMR1;FMR1,GRCh37
cg08435532,X,46405451,+,ZNF674;LOC401588;ZNF674,GRCh37
cg08437035,X,103078413,+,RAB9B,GRCh37
cg08437461,X,102611373,+,WBP5;WBP5;WBP5;WBP5,GRCh37
cg08437835,X,14891340,-,MOSPD2;FANCB;FANCB,GRCh37
cg08446143,X,47049440,+,UBA1,GRCh37
cg08446187,X,154299289,+,MTCP1;MTCP1NB;BRCC3;MTCP1;BRCC3;MTCP1NB,GRCh37
cg08447449,X,117250943,+,KLHL13;KLHL13;KLHL13,GRCh37
cg08448931,X,151080620,+,MAGEA4,GRCh37
cg08456124,X,11442350,-,ARHGAP6;ARHGAP6,GRCh37
cg08456555,X,11282604,+,ARHGAP6;ARHGAP6;ARHGAP6,GRCh37
cg08457610,X,149930840,+,MTMR1,GRCh37
cg08458068,X,102532056,-,TCEAL5,GRCh37
cg08459670,X,37063779,+,,GRCh37
cg08460331,X,100673802,+,ARMCX4,GRCh37
cg08461617,X,19534066,+,MAP3K15,GRCh37
cg08462017,X,147133725,+,,GRCh37
cg08464305,X,100872602,+,ARMCX6;ARMCX6,GRCh37
cg08464860,X,63007070,-,MIR1468,GRCh37
cg08464958,X,2852845,-,ARSE,GRCh37
cg08468443,X,154563852,-,CLIC2;CLIC2,GRCh37
cg08470131,X,50213842,+,DGKK,GRCh37
cg08470157,X,30671302,+,GK;GK;GK,GRCh37
cg08476890,X,138774601,-,MCF2,GRCh37
cg08476892,X,18692821,+,,GRCh37
cg08479532,X,109560744,+,AMMECR1;AMMECR1;AMMECR1,GRCh37
cg08479711,X,153715068,+,UBL4A,GRCh37
cg08480367,X,38080608,+,SRPX;SRPX;SRPX;SRPX,GRCh37
cg08489324,X,52005413,+,,GRCh37
cg08491314,X,124336782,+,,GRCh37
cg08491357,X,100183974,+,XKRX,GRCh37
cg08496601,X,48380420,+,EBP,GRCh37
cg08498653,X,18459007,+,CDKL5;CDKL5,GRCh37
cg08510401,X,54387220,-,,GRCh37
cg08513688,X,129115932,+,BCORL1,GRCh37
cg08530364,X,153561349,+,,GRCh37
cg08539065,X,48957699,+,WDR45,GRCh37
cg08559914,X,15620240,+,ACE2,GRCh37
cg08560117,X,153775841,-,IKBKG;IKBKG;IKBKG;G6PD;IKBKG;G6PD;IKBKG;IKBKG,GRCh37
cg08573069,X,105066049,-,NRK,GRCh37
cg08575950,X,20135450,+,MAP7D2;MAP7D2;MAP7D2;MAP7D2,GRCh37
cg08577442,X,153712753,-,UBL4A,GRCh37
cg08578454,X,48826167,-,KCND1,GRCh37
cg08579577,X,8751402,+,,GRCh37
cg08580380,X,133929532,-,FAM122B;FAM122B;FAM122C;FAM122B;FAM122B;FAM122B,GRCh37
cg08582546,X,2838696,-,ARSD;ARSD,GRCh37
cg08585558,X,133304776,-,MIR20B;MIR363;MIR18B;MIR106A;MIR19B2;MIR92A2,GRCh37
cg08586423,X,102508853,-,TCEAL8;TCEAL8,GRCh37
cg08587717,X,118709261,-,UBE2A;UBE2A,GRCh37
cg08588626,X,17393327,-,NHS,GRCh37
cg08590378,X,37892347,+,SYTL5;SYTL5;SYTL5,GRCh37
cg08591489,X,118699483,-,CXorf56;CXorf56;CXorf56,GRCh37
cg08605656,X,73642885,-,SLC16A2,GRCh37
cg08609270,X,144903125,+,SLITRK2;SLITRK2;SLITRK2;SLITRK2;SLITRK2;SLITRK2;SLITRK2;SLITRK2;SLITRK2;SLITRK2;SLITRK2;SLITRK2;SLITRK2;SLITRK2,GRCh37
cg08609845,X,45060113,-,CXorf36;CXorf36;CXorf36;CXorf36,GRCh37
cg08610278,X,128788071,-,APLN,GRCh37
cg08610886,X,13397207,-,,GRCh37
cg08611651,X,138285233,-,FGF13;FGF13;FGF13,GRCh37
cg08612317,X,73522680,-,ZCCHC13,GRCh37
cg08614574,X,39961501,+,BCOR;BCOR,GRCh37
cg08615635,X,55188047,+,FAM104B;FAM104B;FAM104B;FAM104B;FAM104B;FAM104B;FAM104B;FAM104B,GRCh37
cg08617337,X,151802723,-,,GRCh37
cg08617833,X,128657697,-,SMARCA1;SMARCA1,GRCh37
cg08620245,X,71092473,-,,GRCh37
cg08622041,X,48644252,+,GATA1,GRCh37
cg08622149,X,3631178,-,PRKX,GRCh37
cg08623129,X,12884470,-,TLR7,GRCh37
cg08623691,X,70288356,+,SNX12,GRCh37
cg08625693,X,69674126,-,DLG3;DLG3;DLG3,GRCh37
cg08626646,X,53123489,-,,GRCh37
cg08627233,X,153236954,-,TMEM187;HCFC1,GRCh37
cg08627270,X,73161223,+,,GRCh37
cg08627621,X,74965938,+,,GRCh37
cg08630881,X,70713213,-,BCYRN1;INGX,GRCh37
cg08633697,X,39869105,-,,GRCh37
cg08634339,X,129067002,+,,GRCh37
cg08634657,X,122696026,+,MIR220A,GRCh37
cg08637714,X,47663274,+,,GRCh37
cg08637771,X,67718940,+,YIPF6,GRCh37
cg08637905,X,85403401,-,DACH2;DACH2,GRCh37
cg08638354,X,101975281,+,BHLHB9;BHLHB9;BHLHB9;BHLHB9;BHLHB9;BHLHB9,GRCh37
cg08641506,X,36163134,-,CXorf59,GRCh37
cg08642787,X,83443104,+,RPS6KA6,GRCh37
cg08645737,X,82766491,+,,GRCh37
cg08648877,X,153719071,+,SLC10A3;SLC10A3;SLC10A3,GRCh37
cg08656747,X,47696169,+,ZNF81,GRCh37
cg08663085,X,149106624,+,LOC100272228;CXorf40B;CXorf40B,GRCh37
cg08664054,X,100916283,-,ARMCX2;ARMCX2,GRCh37
cg08671330,X,138287900,+,FGF13;FGF13;FGF13,GRCh37
cg08673814,X,132091640,+,HS6ST2;HS6ST2,GRCh37
cg08674227,X,100186995,+,,GRCh37
cg08680085,X,131157316,+,MST4;MST4;MST4;MST4;MST4,GRCh37
cg08681413,X,105969177,+,RNF128;RNF128,GRCh37
cg08683562,X,23926248,-,CXorf58;CXorf58;CXorf58;APOO;APOO;CXorf58,GRCh37
cg08687731,X,107023455,-,,GRCh37
cg08689075,X,153523851,+,TEX28;TKTL1;TKTL1,GRCh37
cg08689158,X,148854858,+,HSFX2;HSFX1,GRCh37
cg08689445,X,106898504,+,,GRCh37
cg08690835,X,63424140,-,FAM123B,GRCh37
cg08691687,X,24389751,-,,GRCh37
cg08693325,X,114523818,+,LUZP4,GRCh37
cg08695223,X,135067793,-,SLC9A6;SLC9A6,GRCh37
cg08697944,X,51637845,+,MAGED1;MAGED1;MAGED1,GRCh37
cg08698436,X,18908255,-,LOC100132163,GRCh37
cg08699828,X,70833365,+,BCYRN1;ACRC,GRCh37
cg08700291,X,106240034,-,MORC4;MORC4,GRCh37
cg08703114,X,118371210,+,PGRMC1,GRCh37
cg08704320,X,152037892,-,NSDHL;NSDHL,GRCh37
cg08704539,X,100546356,-,TAF7L;TAF7L,GRCh37
cg08706312,X,30265243,+,MAGEB1;MAGEB1;MAGEB1,GRCh37
cg08707617,X,39944352,-,BCOR;BCOR;BCOR;BCOR,GRCh37
cg08710238,X,47082076,+,CDK16;CDK16;CDK16,GRCh37
cg08711530,X,31282451,-,DMD;DMD;DMD;DMD;DMD;DMD;DMD;DMD;DMD;DMD;DMD;DMD;DMD;DMD;DMD;DMD;DMD;DMD,GRCh37
cg08719422,X,152785722,-,,GRCh37
cg08722366,X,153295804,-,MECP2;MECP2,GRCh37
cg08723064,X,68761037,-,,GRCh37
cg08725455,X,53077301,+,GPR173,GRCh37
cg08728127,X,67913300,-,STARD8;STARD8;STARD8,GRCh37
cg08729658,X,17674676,-,NHS;NHS,GRCh37
cg08744017,X,19139038,+,GPR64;GPR64;GPR64;GPR64,GRCh37
cg08750061,X,117860789,-,IL13RA1,GRCh37
cg08750326,X,124098009,+,ODZ1;ODZ1;ODZ1,GRCh37
cg08755139,X,52827655,+,SPANXN5,GRCh37
cg08757314,X,52005211,+,,GRCh37
cg08757574,X,70273027,+,,GRCh37
cg08757719,X,102862789,-,TCEAL3;TCEAL3,GRCh37
cg08758558,X,45046434,+,CXorf36;CXorf36,GRCh37
cg08759036,X,128674134,-,OCRL;OCRL,GRCh37
cg08760398,X,119442971,-,FAM70A;FAM70A;FAM70A,GRCh37
cg08761350,X,101967081,+,GPRASP2;GPRASP2,GRCh37
cg08762253,X,103031565,+,PLP1;PLP1;PLP1;PLP1,GRCh37
cg08769044,X,48216108,+,SSX3;SSX3;SSX3;SSX3,GRCh37
cg08769559,X,25034121,-,ARX,GRCh37
cg08772684,X,76198371,-,,GRCh37
cg08774483,X,38663490,+,MID1IP1;MID1IP1;MID1IP1;MID1IP1,GRCh37
cg08777147,X,39953550,+,BCOR;BCOR;BCOR;BCOR,GRCh37
cg08778681,X,129535611,-,RBMX2,GRCh37
cg08779783,X,136509907,-,,GRCh37
cg08782677,X,150346292,-,GPR50,GRCh37
cg08782688,X,52896403,-,XAGE3;XAGE3,GRCh37
cg08783090,X,151143125,-,GABRE;GABRE,GRCh37
cg08783735,X,48458274,-,WDR13;WDR13;WDR13,GRCh37
cg08784874,X,119695210,+,CUL4B;CUL4B,GRCh37
cg08785133,X,48367193,-,PORCN;PORCN;PORCN;PORCN;PORCN,GRCh37
cg08786213,X,135953040,-,RBMX,GRCh37
cg08786860,X,154034184,+,MPP1;MPP1;MPP1;MPP1,GRCh37
cg08790343,X,9754260,+,SHROOM2,GRCh37
cg08791322,X,69397117,-,DGAT2L6,GRCh37
cg08791697,X,137794215,+,FGF13;FGF13;FGF13;FGF13;FGF13;FGF13,GRCh37
cg08792260,X,25020938,-,,GRCh37
cg08796898,X,53713664,+,HUWE1;HUWE1,GRCh37
cg08796997,X,41301435,-,,GRCh37
cg08798116,X,132548882,+,GPC4,GRCh37
cg08800033,X,151999825,-,NSDHL;NSDHL;CETN2,GRCh37
cg08800499,X,83757894,+,HDX,GRCh37
cg08812897,X,20286243,+,RPS6KA3,GRCh37
cg08812937,X,152159208,-,PNMA5;PNMA5;PNMA5,GRCh37
cg08814148,X,118407645,+,,GRCh37
cg08814772,X,153046246,+,SRPK3;SRPK3;SRPK3,GRCh37
cg08815337,X,70502155,-,NONO;BCYRN1;NONO;NONO;NONO,GRCh37
cg08817424,X,152392165,-,,GRCh37
cg08817443,X,135579746,-,HTATSF1;HTATSF1;HTATSF1,GRCh37
cg08818092,X,24665074,-,PCYT1B;PCYT1B;PCYT1B,GRCh37
cg08818224,X,152674595,+,,GRCh37
cg08818886,X,16737692,-,SYAP1;SYAP1,GRCh37
cg08819482,X,9862716,+,SHROOM2,GRCh37
cg08819601,X,124454351,-,,GRCh37
cg08822676,X,118107997,+,LONRF3;LONRF3,GRCh37
cg08823898,X,148587784,-,IDS;IDS;IDS,GRCh37
cg08826497,X,40126361,-,,GRCh37
cg08836298,X,10588200,-,MID1;MID1;MID1,GRCh37
cg08841290,X,119006122,+,RNF113A;NDUFA1,GRCh37
cg08842373,X,23347058,-,,GRCh37
cg08843314,X,70837990,+,BCYRN1;CXCR3;CXCR3,GRCh37
cg08846002,X,134477026,+,ZNF75D;ZNF75D,GRCh37
cg08847773,X,154255265,-,FUNDC2,GRCh37
cg08848171,X,103813550,+,IL1RAPL2,GRCh37
cg08848711,X,118827659,-,SEPT6;SEPT6;SEPT6;SEPT6,GRCh37
cg08850124,X,118207749,-,,GRCh37
cg08855111,X,108976340,-,ACSL4;ACSL4,GRCh37
cg08859156,X,71497035,+,RPS4X,GRCh37
cg08860608,X,135332975,-,MAP7D3,GRCh37
cg08862109,X,71263941,+,NHSL2;RPS26P11,GRCh37
cg08867267,X,130033963,-,ENOX2;ENOX2,GRCh37
cg08867430,X,10092255,-,WWC3,GRCh37
cg08871010,X,49855003,+,CLCN5;CLCN5;CLCN5,GRCh37
cg08871573,X,3227443,+,MXRA5,GRCh37
cg08871618,X,72297591,+,PABPC1L2A;PABPC1L2A,GRCh37
cg08872581,X,21857475,+,MBTPS2,GRCh37
cg08873063,X,153776107,+,IKBKG;IKBKG;IKBKG;IKBKG;G6PD;G6PD;IKBKG,GRCh37
cg08874821,X,46405125,+,ZNF674;LOC401588;ZNF674,GRCh37
cg08881159,X,6146780,+,NLGN4X;NLGN4X,GRCh37
cg08881528,X,47092529,-,USP11,GRCh37
cg08882363,X,47695789,+,ZNF81,GRCh37
cg08884343,X,49122423,-,FOXP3;FOXP3,GRCh37
cg08902818,X,37544805,-,XK,GRCh37
cg08905118,X,46696426,-,RP2;RP2,GRCh37
cg08929402,X,114546190,-,,GRCh37
cg08937958,X,114425585,+,RBMXL3;LRCH2,GRCh37
cg08950703,X,84499023,-,ZNF711;ZNF711,GRCh37
cg08951164,X,138915416,-,ATP11C;ATP11C,GRCh37
cg08952424,X,70338432,+,MED12;MED12,GRCh37
cg08955276,X,67719027,-,YIPF6,GRCh37
cg08955859,X,77360510,+,PGK1,GRCh37
cg08959724,X,134552827,-,,GRCh37
cg08960045,X,51136134,-,,GRCh37
cg08961258,X,8771887,-,,GRCh37
cg08963265,X,103410677,-,CXorf39,GRCh37
cg08964402,X,119384409,-,ZBTB33,GRCh37
cg08965337,X,131352534,+,RAP2C,GRCh37
cg08966380,X,68835729,-,EDA;EDA;EDA;EDA;EDA;EDA,GRCh37
cg08967108,X,152868200,-,,GRCh37
cg08967287,X,145110222,-,MIR891A,GRCh37
cg08969352,X,14891423,+,FANCB;FANCB;MOSPD2,GRCh37
cg08973369,X,15288572,-,ASB9;ASB9;ASB9;ASB9;ASB9,GRCh37
cg08973646,X,153744488,-,FAM3A;FAM3A;FAM3A;FAM3A;FAM3A;FAM3A;FAM3A;FAM3A;FAM3A,GRCh37
cg08975046,X,115566412,-,SLC6A14,GRCh37
cg08980509,X,147582041,+,AFF2;AFF2;AFF2;AFF2;AFF2,GRCh37
cg08983668,X,18371906,-,SCML2,GRCh37
cg08990057,X,114795604,-,PLS3,GRCh37
cg08991015,X,134049419,+,MOSPD1,GRCh37
cg08992687,X,152165889,-,,GRCh37
cg08994891,X,118987153,+,UPF3B;UPF3B,GRCh37
cg08998531,X,52005068,-,,GRCh37
cg08998989,X,17755531,-,SCML1;SCML1;SCML1;SCML1,GRCh37
cg08999332,X,102192192,-,RAB40AL,GRCh37
cg09005457,X,43626076,-,MAOB,GRCh37
cg09006810,X,70752659,-,OGT;BCYRN1;OGT,GRCh37
cg09012264,X,118828143,-,SEPT6;SEPT6;SEPT6;SEPT6,GRCh37
cg09013091,X,56589946,-,UBQLN2,GRCh37
cg09016243,X,120181455,-,GLUD2,GRCh37
cg09016994,X,5470075,-,,GRCh37
cg09018040,X,7810253,-,VCX,GRCh37
cg09018810,X,148586931,-,IDS;IDS;IDS,GRCh37
cg09024810,X,130217041,-,FLJ30058,GRCh37
cg09025943,X,106751450,+,,GRCh37
cg09026179,X,150864703,-,,GRCh37
cg09031836,X,139583634,-,,GRCh37
cg09033783,X,152737555,-,HAUS7,GRCh37
cg09034929,X,70288225,+,SNX12;SNX12,GRCh37
cg09035532,X,11398388,-,ARHGAP6;ARHGAP6,GRCh37
cg09038347,X,74148762,-,,GRCh37
cg09038535,X,54209715,-,FAM120C,GRCh37
cg09039264,X,39866079,+,,GRCh37
cg09045008,X,54043133,-,PHF8,GRCh37
cg09049140,X,19011128,-,GPR64;GPR64;GPR64;GPR64,GRCh37
cg09049334,X,24380401,+,FAM48B1,GRCh37
cg09049751,X,153993495,-,DKC1;DKC1,GRCh37
cg09050238,X,117955280,+,,GRCh37
cg09054088,X,52841038,-,XAGE5,GRCh37
cg09054333,X,142723768,+,SLITRK4,GRCh37
cg09055214,X,152915087,-,DUSP9,GRCh37
cg09055253,X,153990874,+,DKC1;DKC1,GRCh37
cg09056691,X,154033836,+,MPP1;MPP1;MPP1;MPP1,GRCh37
cg09058241,X,134232821,+,NCRNA00087,GRCh37
cg09060772,X,68723761,-,FAM155B,GRCh37
cg09061583,X,23761412,-,ACOT9;ACOT9,GRCh37
cg09062995,X,118211113,+,,GRCh37
cg09063705,X,10535248,-,MID1;MID1;MID1,GRCh37
cg09068301,X,128812242,-,,GRCh37
cg09070095,X,51240021,+,NUDT11,GRCh37
cg09070199,X,62570990,-,SPIN4;SPIN4,GRCh37
cg09072865,X,106243506,+,MORC4;MORC4,GRCh37
cg09074544,X,129307515,-,RAB33A,GRCh37
cg09075057,X,16860721,-,CXorf15;CXorf15,GRCh37
cg09075063,X,40036659,+,BCOR;BCOR,GRCh37
cg09076540,X,139590116,+,,GRCh37
cg09076821,X,47052506,-,UBA1;UBA1,GRCh37
cg09080960,X,118708361,+,UBE2A;UBE2A,GRCh37
cg09084933,X,57148116,+,SPIN2B;SPIN2B;SPIN2B,GRCh37
cg09086179,X,80376748,+,HMGN5,GRCh37
cg09091181,X,108976749,+,ACSL4;ACSL4,GRCh37
cg09092713,X,119133965,-,,GRCh37
cg09094355,X,3632358,+,PRKX,GRCh37
cg09099391,X,100285384,+,TRMT2B;TRMT2B;TRMT2B;TRMT2B,GRCh37
cg09099637,X,107939995,+,COL4A5;COL4A5;COL4A5,GRCh37
cg09100792,X,40062004,-,,GRCh37
cg09101623,X,8139951,-,VCX2,GRCh37
cg09106468,X,102000610,-,BHLHB9;BHLHB9;BHLHB9;BHLHB9;BHLHB9;BHLHB9;BHLHB9;BHLHB9,GRCh37
cg09107157,X,48336389,-,FTSJ1;FTSJ1;FTSJ1;FTSJ1,GRCh37
cg09109599,X,68048454,-,EFNB1,GRCh37
cg09112156,X,140271259,-,LDOC1;LDOC1,GRCh37
cg09119244,X,53111239,-,TSPYL2,GRCh37
cg09119688,X,119133700,+,,GRCh37
cg09121987,X,99664292,-,PCDH19;PCDH19;PCDH19;PCDH19,GRCh37
cg09122412,X,107683435,-,COL4A5;COL4A5;COL4A6;COL4A5,GRCh37
cg09125286,X,152666217,+,,GRCh37
cg09127325,X,73638176,+,,GRCh37
cg09132264,X,8699141,+,KAL1,GRCh37
cg09134165,X,47004911,-,RBM10;NDUFB11;NDUFB11;RBM10;NDUFB11;NDUFB11,GRCh37
cg09134399,X,68047854,-,EFNB1,GRCh37
cg09137745,X,154063101,-,LOC100132963,GRCh37
cg09139762,X,45013417,-,CXorf36,GRCh37
cg09140084,X,140990878,+,MAGEC1,GRCh37
cg09141697,X,151903224,+,MAGEA12;MAGEA12;MAGEA12;CSAG1;CSAG1,GRCh37
cg09143059,X,153585715,+,FLNA;FLNA,GRCh37
cg09144786,X,117479692,-,WDR44,GRCh37
cg09146129,X,95940102,-,DIAPH2;DIAPH2,GRCh37
cg09146364,X,68724602,-,FAM155B,GRCh37
cg09148853,X,138525808,+,,GRCh37
cg09158774,X,30326496,-,NR0B1,GRCh37
cg09159751,X,130222888,+,FLJ30058,GRCh37
cg09159923,X,16730344,-,CTPS2;CTPS2;CTPS2,GRCh37
cg09163457,X,152909014,-,DUSP9,GRCh37
cg09167861,X,135251741,+,FHL1;FHL1;FHL1;FHL1;FHL1;FHL1;FHL1;FHL1,GRCh37
cg09168980,X,24380413,-,FAM48B1,GRCh37
cg09173743,X,104465196,+,IL1RAPL2;TEX13A,GRCh37
cg09176853,X,70316045,+,FOXO4;FOXO4;FOXO4;FOXO4,GRCh37
cg09177473,X,103264980,-,MIR1256,GRCh37
cg09182733,X,39866161,+,,GRCh37
cg09185350,X,50556361,+,SHROOM4;SHROOM4,GRCh37
cg09186478,X,119385725,+,ZBTB33,GRCh37
cg09192059,X,31285032,-,DMD;DMD;DMD;DMD;DMD;DMD;DMD;DMD;DMD;DMD;DMD;DMD;DMD;DMD;DMD;DMD;DMD;DMD,GRCh37
cg09192294,X,64732622,+,LAS1L;LAS1L;LAS1L,GRCh37
cg09192327,X,153029556,+,PLXNB3;PLXNB3,GRCh37
cg09195491,X,56258900,+,KLF8;KLF8;KLF8;KLF8,GRCh37
cg09196081,X,82762347,+,POU3F4,GRCh37
cg09197234,X,75392509,-,CXorf26,GRCh37
cg09199027,X,2825596,-,ARSD,GRCh37
cg09202373,X,153640674,+,DNASE1L1;DNASE1L1;TAZ;TAZ;TAZ;TAZ;TAZ;DNASE1L1,GRCh37
cg09207137,X,21958629,-,SMS,GRCh37
cg09208571,X,54834954,-,MAGED2;MAGED2;MAGED2,GRCh37
cg09209584,X,135291355,+,FHL1;FHL1;FHL1;FHL1;FHL1;FHL1;FHL1;FHL1;FHL1,GRCh37
cg09210088,X,113625366,+,,GRCh37
cg09210933,X,73641881,+,SLC16A2,GRCh37
cg09213780,X,70798158,+,BCYRN1;ACRC;ACRC,GRCh37
cg09226411,X,135730241,+,CD40LG,GRCh37
cg09227616,X,49056886,+,SYP,GRCh37
cg09229960,X,153607856,+,EMD,GRCh37
cg09231482,X,154493497,+,RAB39B,GRCh37
cg09234578,X,17394642,-,NHS,GRCh37
